2007-10-31,29.357923839,456,1.1
2007-11-01,25,456,1.175
2007-11-02,20,457,1.3
2007-11-03,17.6780626781,546,1.4
2007-11-04,15.7834757835,456,1.2
2007-11-05,15,546,1
2007-11-06,24,546,1.0312
2007-11-07,25,453,1.1056
2007-11-08,20,507.949889868,1.1944
2007-11-09,20,564,1.2688
2007-11-10,20,565,1.3
2007-11-11,20,456,0.8
2007-11-12,20,435,1.4
2007-11-13,20,453,1.2
2007-11-14,20,453,1.3
2007-11-15,15,546,1.5875
2007-11-16,15,435,1.8
2007-11-17,15,456,1.6
2007-11-18,15,435,1.7
2007-11-19,22.5,453,1.8806818182
2007-11-20,30,345,2
2007-11-21,22.5,456,1.9706706707
2007-11-22,15,435,1.8968968969
2007-11-23,17.5,456,1.8
2007-11-24,20,453,1.5454954955
2007-11-25,20,456,1.3
2007-11-26,21.8307766722,345,1.2291666667
2007-11-27,26.6362631288,546,1.2
2007-11-28,33.3861940299,546,1.3
2007-11-29,41.0503040354,456,1.4
2007-11-30,48.5983278054,441.178353659,1.2
2007-12-01,55,435,0.5
2007-12-02,60,453,0.9
2007-12-03,80,435,2
2007-12-04,75,435,1.2
2007-12-05,40,459,0.7
2007-12-06,30,456,0.4
2007-12-07,40,456,1.5
2007-12-08,30,564,1.4
2007-12-09,32.5925925926,456,1.4
2007-12-10,37.4074074074,567,1.4
2007-12-11,40,4500,1.2
2007-12-12,20,3450,1.4
2007-12-13,20,4350,1.2
2007-12-14,30,3560,1.5
2007-12-15,40,4350,1.5
2007-12-16,36.875,4350,0.8
2007-12-17,30,4350,0.8644736842
2007-12-18,23.125,3450,1
2007-12-19,20,4350,1.3
2007-12-20,20,4560,1.4982142857
2007-12-21,20,4560,1.6
2007-12-22,15,5640,1.3
2007-12-23,20,4560,1.2
2007-12-24,40,4411.15979381,1.2208
2007-12-25,30,4350,1.2704
2007-12-26,30,4352.79411765,1.3296
2007-12-27,30,4360,1.3792
2007-12-28,40,4560,1.4
2007-12-29,30,4350,0.7
2007-12-30,33.8888888889,4560,1.5
2007-12-31,41.1111111111,4560,1.1
2008-01-01,45,4552.22222222,1.2
2008-01-02,30,4537.77777778,1.2
2008-01-03,30,4530,0.9
2008-01-04,25,4560,1.1
2008-01-05,20,4560,1
2008-01-06,20,4560,1.1
2008-01-07,20,4567,0.8
2008-01-08,20,4560,1.1
2008-01-09,20,4560,1.2
2008-01-10,20,4560,1
2008-01-11,24,4350,1.3
2008-01-12,35,4560,1
2008-01-13,35,5460,1.2
2008-01-14,40,4560,1.3
2008-01-15,34,4680,1.3660714286
2008-01-16,25,5460,1.4
2008-01-17,18.5,5640,0.9
2008-01-18,15,4350,1
2008-01-19,20,5460,1.1
2008-01-20,20,4560,1.2806818182
2008-01-21,20,4560,1.4
2008-01-22,20,5460,0.9
2008-01-23,20,5340,0.6955645161
2008-01-24,30,4560,0.6
2008-01-25,20,5460,1.3
2008-01-26,40,5467,1.3552123552
2008-01-27,40,54360,1.4
2008-01-28,30,5346,1.5
2008-01-29,25,5467,1.8
2008-01-30,25,5437,1
2008-01-31,30,5436,1.05
2008-02-01,30,5460,1.1
2008-02-02,25,4560,0.9
2008-02-03,25.9765625,5460,1
2008-02-04,28.4375,5436,1.1
2008-02-05,31.6796875,5460,0.7
2008-02-06,35,4560,1.1
2008-02-07,40,5467,1.2375
2008-02-08,20,5467,1.3
2008-02-09,22.5925925926,4567,1.25
2008-02-10,27.4074074074,5467,1.2
2008-02-11,30,4567,1.25
2008-02-12,20,4567,1.3
2008-02-13,20,4567,0.5
2008-02-14,20,4567,1.1
2008-02-15,20,5467,1.4
2008-02-16,20,4567,1.5
2008-02-17,20,4567,1.2
2008-02-18,20,4563,1.2
2008-02-19,20,4536,1.2
2008-02-20,22.5,4536,0.6
2008-02-21,25,4536,0.9
2008-02-22,22,4536,0.8
2008-02-23,20,4536,0.7
2008-02-24,20,4536,0.7897321429
2008-02-25,20,4536,1
2008-02-26,20,4536,2
2008-02-27,20,4356,1.5
2008-02-28,25,456,7
2008-02-29,25,456,2
2008-03-01,25,456,2.2
2008-03-02,25.7586618877,456,1.8
2008-03-03,27.6284348865,2869.86083993,2
2008-03-04,30,5460,1.5
2008-03-05,35.6048387097,5630,1
2008-03-06,40,5640,1.1
2008-03-07,40,5460,1.2
2008-03-08,40,4560,1
2008-03-09,40,5460,1
2008-03-10,40,4560,1
2008-03-11,40,420,2
2008-03-12,25,430,2
2008-03-13,20,360,1
2008-03-14,25.1851851852,540,1
2008-03-15,34.8148148148,450,1
2008-03-16,40,540,2
2008-03-17,30,360,1
2008-03-18,20,430,11
2008-03-19,20,430,1
2008-03-20,25,550,0.08
2008-03-21,30,544.460641399,0.8
2008-03-22,20,530.174927114,0.8713157895
2008-03-23,40,510.641399417,0.9
2008-03-24,20,489.358600583,0.85
2008-03-25,20,469.825072886,0.8
2008-03-26,20,455.539358601,0.9
2008-03-27,3,450,1
2008-03-28,6,460,1
2008-03-29,17.4363992172,650,1.1
2008-03-30,30,450,1.2
2008-03-31,35,383.879194631,1.3
